Timestamp;matlab_p;matlab_x;matlab_y;matlab_z
18340;9.725743E+000;6.161480E+005;8.352100E+004;4.553956E+006
18368;1.001768E+001;1.212627E+006;8.281000E+005;5.382400E+006
18394;1.059698E+001;2.600850E+006;1.006009E+006;6.165289E+006
18421;1.130994E+001;2.073555E+006;7.157160E+005;6.969600E+006
18448;1.144965E+001;2.793780E+006;5.184000E+005;7.941124E+006
18475;4.540940E+000;-6.932208E+006;9.715689E+006;4.818025E+006
18502;4.327013E-001;-4.159413E+006;1.094948E+007;1.522756E+006
18531;4.404025E-001;-7.325640E+005;1.255994E+007;3.763600E+004
18559;7.597587E+000;2.159700E+006;1.190250E+007;4.356000E+005
18586;1.320191E+001;5.643240E+006;1.492277E+007;2.347024E+006
18613;1.889570E+001;9.138129E+006;1.542133E+007;5.414929E+006
18639;2.443221E+001;1.157538E+007;1.263092E+007;1.072563E+007
18667;3.673068E+001;1.639503E+007;1.391290E+007;1.725572E+007
18694;4.271756E+001;-3.127051E+007;6.850873E+007;1.366042E+007
18721;2.819664E+001;-1.224365E+007;5.449392E+007;2.512225E+006
18748;4.335813E-001;3.063203E+006;5.777520E+007;2.043040E+005
18776;9.842549E+000;1.634964E+007;5.458254E+007;5.198400E+006
18803;3.508906E+001;3.161509E+007;6.116804E+007;1.726402E+007
18831;5.975584E+001;4.581490E+007;5.830850E+007;3.639709E+007
18859;1.441713E+002;5.003706E+007;7.896099E+007;3.173069E+007
18886;1.400155E+002;5.170308E+007;7.361640E+007;3.654202E+007
18913;1.374812E+002;5.887876E+007;7.811024E+007;4.440890E+007
18940;1.591825E+002;5.704690E+007;8.487937E+007;3.797024E+007
18967;1.541693E+002;5.251199E+007;8.896262E+007;3.264980E+007
18995;1.425849E+002;4.961666E+007;8.992729E+007;3.093584E+007
19024;1.406086E+002;-1.584274E+007;3.705157E+007;6.980164E+006
19050;3.723684E-001;-1.870772E+006;6.283733E+007;3.459600E+004
19076;5.439183E+000;2.633985E+006;2.587757E+007;6.789760E+005
19104;2.679516E+001;5.516640E+006;4.076822E+007;7.569000E+005
19132;4.102101E+001;5.512001E+006;2.638877E+007;1.164241E+006
19159;2.071935E+001;4.412372E+006;2.150177E+007;8.537760E+005
19187;1.933953E+001;3.744660E+006;2.016010E+007;7.005690E+005
19215;1.782840E+001;3.771180E+006;2.139062E+007;6.756840E+005
19241;1.749401E+001;4.549816E+006;3.162938E+007;6.855840E+005
19268;2.014208E+001;4.661145E+006;3.712465E+007;5.852250E+005
19296;2.341867E+001;5.524800E+006;3.312002E+007;9.216000E+005
19323;2.273831E+001;7.596952E+006;3.322370E+007;1.713481E+006
19349;2.951758E+001;5.542224E+006;3.692993E+007;8.427240E+005
19376;2.619372E+001;9.228882E+006;2.599980E+007;4.272489E+006
19404;2.678395E+001;1.589610E+007;2.320349E+007;1.136364E+007
19431;3.663863E+001;2.376650E+007;2.699842E+007;2.139988E+007
19458;6.159401E+001;3.092439E+007;2.852628E+007;3.352410E+007
19485;7.312053E+001;3.727840E+007;2.518032E+007;5.148062E+007
19511;9.843012E+001;-5.474428E+007;7.839331E+007;3.730766E+007
19539;2.376113E+001;-2.860288E+007;6.080880E+007;1.663008E+007
19567;3.036929E-001;-8.928480E+006;1.533506E+007;4.963984E+006
19593;3.975815E-001;1.573480E+005;7.534240E+005;1.196836E+006
19620;4.146086E-001;4.138328E+006;6.791236E+006;2.486929E+006
19648;9.684667E+000;3.433218E+006;4.124961E+006;4.376464E+006
19674;1.489223E+001;-1.841608E+006;7.123360E+005;4.726276E+006
19702;1.122937E+001;-4.498260E+005;5.616900E+004;3.610000E+006
19730;1.881136E+000;7.480350E+005;1.536640E+005;3.418801E+006
19757;5.577778E+000;1.256404E+006;3.136000E+005;3.779136E+006
19784;9.474010E+000;1.644984E+006;6.272640E+005;4.343056E+006
19812;9.509281E+000;-4.340930E+005;1.115560E+005;4.239481E+006
19840;6.704699E+000;-2.557120E+005;1.225000E+003;3.825936E+006
19867;5.441992E+000;-5.089500E+004;7.290000E+002;3.511876E+006
19893;5.653335E+000;-5.941000E+005;4.225000E+003;3.222025E+006
19919;5.560692E+000;-1.083140E+005;3.844000E+003;3.087049E+006
19946;5.514993E+000;-3.372000E+005;1.166400E+004;2.795584E+006
19974;5.438920E+000;-5.006500E+004;9.610000E+002;2.588881E+006
20002;5.420309E+000;3.304186E+006;3.500641E+006;3.132900E+006
20030;1.288262E+001;4.230780E+006;2.883204E+006;4.661281E+006
20057;1.513025E+001;-2.612646E+006;2.137444E+006;6.315169E+006
20084;1.670034E+001;-4.280490E+006;4.626801E+006;3.960100E+006
20112;4.322641E-001;1.944800E+004;1.210000E+002;3.175524E+006
20138;4.928773E+000;2.219520E+005;1.210000E+002;2.965284E+006
20165;6.102554E+000;-7.594400E+004;1.936000E+003;2.972176E+006
20193;6.129269E+000;1.128120E+005;4.624000E+003;2.829124E+006
20221;6.200572E+000;3.546450E+005;4.536900E+004;2.752281E+006
20249;6.155325E+000;9.599000E+004;3.364000E+003;2.689600E+006
20277;6.030292E+000;2.258200E+004;1.960000E+002;2.601769E+006
20303;6.055465E+000;3.053538E+006;2.712609E+006;3.426201E+006
20331;1.313515E+001;3.569932E+006;2.007889E+006;4.990756E+006
20359;1.464031E+001;4.312458E+006;3.027600E+006;7.006609E+006
20385;1.589853E+001;4.392256E+006;2.155024E+006;9.150625E+006
